시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
서울특별시 강남구 개포동,655-2,655,2,개포2차현대아파트(220),77.75,202104,15,174000 ,9,1988,언주로 103,
서울특별시 강남구 개포동,658-1,658,1,개포6차우성아파트1동~8동,79.97,202105,15,195000 ,5,1987,언주로 3,
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202105,22,198500 ,18,2020,개포로 264,20210526
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,49.92,202105,22,180000 ,7,2020,개포로 264,20210526
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,59.92,202106,13,210000 ,5,2020,개포로 264,
서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,49.92,202106,15,185000 ,6,2020,개포로 264,
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202101,5,220000 ,3,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202101,5,220000 ,3,1984,개포로 307,20210201
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202101,11,220000 ,8,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202101,25,145000 ,6,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202102,9,145000 ,6,1984,개포로 307,20210223
서울특별시 강남구 개포동,652,652,0,개포우성3차,161,202104,13,323000 ,3,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202104,30,225000 ,14,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,133.46,202105,4,289000 ,4,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,161,202106,14,365000 ,10,1984,개포로 307,
서울특별시 강남구 개포동,652,652,0,개포우성3차,104.43,202107,13,245000 ,14,1984,개포로 307,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,202101,13,239500 ,8,2004,개포로109길 69,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,202101,21,200000 ,13,2004,개포로109길 69,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),170.32,202101,30,270000 ,19,2004,개포로109길 69,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),153.8,202105,11,260000 ,21,2004,개포로109길 69,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,202105,19,239850 ,6,2004,개포로109길 69,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),170.32,202105,27,260000 ,6,2004,개포로109길 69,
서울특별시 강남구 개포동,12월 02일,12,2,개포자이(12-2),134.3,202106,16,200000 ,20,2004,개포로109길 69,
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,202104,26,270000 ,9,1983,삼성로4길 17,
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,202105,18,273000 ,1,1983,삼성로4길 17,
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,83.17,202105,28,280000 ,7,1983,삼성로4길 17,
서울특별시 강남구 개포동,187,187,0,개포주공 5단지,74.25,202106,24,273000 ,10,1983,삼성로4길 17,
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,53.06,202101,1,178000 ,3,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,53.06,202102,1,200000 ,12,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,73.02,202102,28,240500 ,7,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,73.02,202103,31,226000 ,7,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 6단지,83.21,202105,15,260000 ,3,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,60.76,202101,7,200000 ,9,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,53.46,202101,14,180000 ,11,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,73.26,202101,30,235000 ,1,1983,개포로 516,20210426
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,73.26,202101,30,235000 ,1,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,53.46,202104,21,206000 ,9,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,83.7,202105,12,275000 ,8,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,73.26,202105,29,260000 ,8,1983,개포로 516,
서울특별시 강남구 개포동,185,185,0,개포주공 7단지,53.46,202106,16,225000 ,13,1983,개포로 516,
서울특별시 강남구 개포동,655-1,655,1,개포현대200동,82.2,202101,22,192000 ,8,1986,언주로 105,
서울특별시 강남구 개포동,649,649,0,경남1,123.28,202101,7,268000 ,1,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남1,166.48,202101,9,298000 ,1,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남1,96.98,202103,11,235000 ,3,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남1,123.28,202105,7,320000 ,4,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,182.2,202102,5,327000 ,11,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,186.16,202102,6,332000 ,14,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,182.2,202103,15,300000 ,1,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,91.91,202103,26,230000 ,15,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,182.2,202104,12,325000 ,3,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,149.21,202104,26,303000 ,14,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,182.2,202105,8,323000 ,1,1984,언주로 110,
서울특별시 강남구 개포동,649,649,0,경남2차,149.21,202107,23,328000 ,3,1984,언주로 110,
서울특별시 강남구 개포동,1164-30,1164,30,뉴현대파크빌,83.46,202103,31,71400 ,2,2001,논현로2길 61-4,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,84.6348,202101,22,274000 ,20,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,59.8732,202103,2,215000 ,15,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,76.1709,202103,9,258000 ,11,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,59.7479,202103,27,213000 ,7,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,84.357,202104,4,266000 ,20,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,76.1709,202104,23,259000 ,6,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,76.1709,202104,27,244000 ,15,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,59.8732,202105,15,218000 ,7,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,106.67,202105,26,398000 ,6,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,49.4013,202106,5,182000 ,5,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,59.8072,202106,5,215000 ,7,2019,삼성로 11,
서울특별시 강남구 개포동,138,138,0,디에이치아너힐즈,76.1709,202106,12,286000 ,12,2019,삼성로 11,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.888,202101,7,200000 ,2,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202101,14,267000 ,6,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202101,18,277000 ,23,2019,선릉로 8,20210309
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,49.909,202102,6,173000 ,10,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202102,15,251000 ,1,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202102,16,210000 ,9,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202102,22,195000 ,5,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202103,9,277000 ,23,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202103,10,199000 ,10,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.967,202104,1,214500 ,5,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.837,202104,13,204500 ,14,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202104,14,268000 ,25,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.95,202105,8,275000 ,7,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,59.897,202105,8,207500 ,8,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202105,18,280000 ,15,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,99.979,202105,30,360000 ,18,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.94,202106,9,285000 ,23,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,126.928,202107,23,436000 ,18,2019,선릉로 8,
서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,84.943,202107,24,282000 ,11,2019,선릉로 8,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202101,4,157000 ,13,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202101,9,124500 ,1,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202101,11,125000 ,4,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202101,14,150000 ,13,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202101,15,160000 ,13,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202101,19,128000 ,5,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202102,3,145000 ,2,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202102,21,164000 ,6,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202102,22,161500 ,4,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202102,28,166000 ,6,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202103,2,151500 ,11,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202103,15,126500 ,6,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202104,15,168000 ,14,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,39.53,202105,1,129000 ,13,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202105,29,170700 ,9,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202106,4,151500 ,12,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202106,8,149000 ,2,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202107,5,155000 ,4,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,51.12,202107,7,151000 ,12,1992,개포로109길 21,
서울특별시 강남구 개포동,12,12,0,삼익대청아파트,60,202107,10,175000 ,12,1992,개포로109길 21,
서울특별시 강남구 개포동,176-1,176,1,상지리츠빌,161.07,202107,10,350000 ,8,2003,개포로 405,
서울특별시 강남구 개포동,1164-13,1164,13,새롬(1164-13),59.67,202104,12,74800 ,6,2000,논현로2길 36,
서울특별시 강남구 개포동,1164-14,1164,14,새롬(1164-14),57.93,202103,25,53450 ,2,2000,논현로2길 38,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202101,4,150000 ,12,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202101,10,127000 ,10,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202101,13,139000 ,3,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202101,14,153000 ,8,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202101,15,145000 ,4,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202101,20,108000 ,11,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202101,21,111000 ,12,1992,개포로109길 9,20210521
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202101,21,111000 ,12,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202101,26,133000 ,15,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202101,30,108500 ,8,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202101,31,109000 ,6,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202102,2,127000 ,1,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202102,3,145000 ,4,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202102,5,135000 ,14,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202102,23,131000 ,14,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202102,23,108000 ,9,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202102,23,114000 ,8,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202102,24,128000 ,6,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202102,27,109000 ,8,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202103,1,105000 ,12,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202103,6,109000 ,3,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202103,29,136000 ,15,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202104,9,127000 ,11,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202105,5,114000 ,8,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202105,5,108700 ,15,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202105,22,152000 ,10,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202105,22,127500 ,1,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202106,9,110000 ,12,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202106,30,135000 ,14,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202107,5,137000 ,15,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202107,7,159500 ,3,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202107,7,110000 ,15,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202107,10,140000 ,10,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202107,10,139000 ,13,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,49.86,202107,12,168000 ,3,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,39.53,202107,17,135000 ,8,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202107,21,120000 ,11,1992,개포로109길 9,
서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,33.18,202107,23,115200 ,12,1992,개포로109길 9,
서울특별시 강남구 개포동,1164-7,1164,7,아람손프라자/비바빌,59.96,202106,15,52000 ,3,2001,논현로2길 22,
서울특별시 강남구 개포동,179,179,0,우성8,78.93,202101,3,181000 ,3,1987,개포로 411,
서울특별시 강남구 개포동,179,179,0,우성8,79.61,202101,11,200000 ,2,1987,개포로 411,20210225
서울특별시 강남구 개포동,179,179,0,우성8,79.61,202101,11,200000 ,2,1987,개포로 411,
서울특별시 강남구 개포동,651-1,651,1,"우성9차아파트 901동, 902동",84.9,202101,11,241000 ,15,1991,개포로 311,
서울특별시 강남구 개포동,651-1,651,1,"우성9차아파트 901동, 902동",84.9,202105,22,268143 ,6,1991,개포로 311,
서울특별시 강남구 개포동,651-1,651,1,"우성9차아파트 901동, 902동",81.42,202107,16,288500 ,12,1991,개포로 311,
서울특별시 강남구 개포동,1260-11,1260,11,우찬현대(1260-11),59.7,202103,7,65900 ,6,2006,개포로31길 3-12,
서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,95.4,202101,1,215000 ,9,1984,개포로 303,
서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,177.19,202101,16,317000 ,4,1984,개포로 303,
서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,128.62,202102,3,270000 ,9,1984,개포로 303,
서울특별시 강남구 개포동,653,653,0,현대1차101동~106동,177.19,202104,20,325000 ,12,1984,개포로 303,
서울특별시 강남구 개포동,654,654,0,현대2,131.83,202101,9,265000 ,8,1986,언주로 107,
서울특별시 강남구 개포동,654,654,0,현대2,84.81,202101,15,224000 ,5,1986,언주로 107,
서울특별시 강남구 개포동,654,654,0,현대2,165.08,202101,30,310000 ,1,1986,언주로 107,
서울특별시 강남구 개포동,654,654,0,현대2,131.83,202102,2,270000 ,3,1986,언주로 107,
서울특별시 강남구 개포동,654,654,0,현대2,84.81,202105,8,248000 ,2,1986,언주로 107,
서울특별시 강남구 개포동,177,177,0,현대3,163.85,202101,14,243000 ,5,1986,개포로 409,20210122
서울특별시 강남구 개포동,177,177,0,현대3,131.83,202104,24,290000 ,3,1986,개포로 409,
서울특별시 강남구 개포동,177,177,0,현대3,84.87,202106,15,250000 ,8,1986,개포로 409,
서울특별시 강남구 논현동,196,196,0,거평프리젠,30.215,202103,22,33800 ,9,1996,강남대로112길 41,
서울특별시 강남구 논현동,196,196,0,거평프리젠,30.215,202107,29,37000 ,10,1996,강남대로112길 41,
서울특별시 강남구 논현동,225-6,225,6,논현 아이파크,59.75,202101,18,164000 ,15,2020,언주로 615,
서울특별시 강남구 논현동,225-6,225,6,논현 아이파크,47.46,202102,27,130000 ,3,2020,언주로 615,
서울특별시 강남구 논현동,192-3,192,3,논현동프라임,135.3,202101,26,123500 ,7,2004,논현로113길 5,
서울특별시 강남구 논현동,192-3,192,3,논현동프라임,139.35,202102,10,120500 ,4,2004,논현로113길 5,
서울특별시 강남구 논현동,205-2,205,2,논현동한화꿈에그린,67.671,202104,13,128000 ,10,2005,논현로111길 39,
서울특별시 강남구 논현동,252,252,0,논현라폴리움,240.03,202104,23,446000 ,6,2012,학동로46길 32,
서울특별시 강남구 논현동,214-2,214,2,논현베르빌,113.84,202104,18,101000 ,2,2002,학동로30길 21,
서울특별시 강남구 논현동,108,108,0,논현웰스톤,83.64,202104,23,111000 ,2,2009,학동로43길 38,
서울특별시 강남구 논현동,108,108,0,논현웰스톤,101.04,202104,28,120000 ,5,2009,학동로43길 38,
서울특별시 강남구 논현동,212-20,212,20,더그레이스,98.81,202105,19,95000 ,2,2003,언주로125길 12,
서울특별시 강남구 논현동,275,275,0,동부센트레빌,114.498,202102,5,220000 ,18,2003,언주로116길 6,
서울특별시 강남구 논현동,275,275,0,동부센트레빌,84.9875,202102,18,179500 ,20,2003,언주로116길 6,
서울특별시 강남구 논현동,275,275,0,동부센트레빌,114.498,202107,16,240000 ,6,2003,언주로116길 6,
서울특별시 강남구 논현동,245,245,0,동양파라곤,208.35,202101,28,355000 ,7,2004,언주로130길 30,
서울특별시 강남구 논현동,245,245,0,동양파라곤,180.07,202102,7,305000 ,9,2004,언주로130길 30,
서울특별시 강남구 논현동,245,245,0,동양파라곤,213.98,202103,4,320000 ,2,2004,언주로130길 30,
서울특별시 강남구 논현동,245,245,0,동양파라곤,157.41,202104,24,285000 ,3,2004,언주로130길 30,
서울특별시 강남구 논현동,245,245,0,동양파라곤,180.07,202104,24,315000 ,3,2004,언주로130길 30,
서울특별시 강남구 논현동,245,245,0,동양파라곤,160.33,202105,12,330000 ,11,2004,언주로130길 30,
서울특별시 강남구 논현동,245,245,0,동양파라곤,157.41,202105,17,316000 ,1,2004,언주로130길 30,
서울특별시 강남구 논현동,105,105,0,동현아파트 1~6,84.92,202101,8,176000 ,10,1985,언주로146길 18,
서울특별시 강남구 논현동,105,105,0,동현아파트 1~6,119.67,202101,11,182000 ,1,1985,언주로146길 18,
서울특별시 강남구 논현동,105,105,0,동현아파트 1~6,84.92,202101,15,167000 ,1,1985,언주로146길 18,
서울특별시 강남구 논현동,105,105,0,동현아파트 1~6,84.92,202104,20,180000 ,2,1985,언주로146길 18,
서울특별시 강남구 논현동,105,105,0,동현아파트 1~6,84.92,202104,29,186000 ,7,1985,언주로146길 18,
서울특별시 강남구 논현동,258,258,0,두산위브2단지,84.721,202101,25,160000 ,4,2004,언주로122길 25,
서울특별시 강남구 논현동,258,258,0,두산위브2단지,84.253,202107,22,180000 ,7,2004,언주로122길 25,
서울특별시 강남구 논현동,216-1,216,1,두영,85,202101,13,91000 ,4,2004,논현로124길 8,
서울특별시 강남구 논현동,109-9,109,9,라이헤스빌,82.67,202101,2,80500 ,4,2002,선릉로137길 21,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202101,21,36000 ,10,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202101,31,35300 ,10,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202102,15,35000 ,5,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202103,29,35000 ,10,2004,학동로 165,20210331
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202104,1,35000 ,10,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202104,15,34500 ,6,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202105,2,34000 ,15,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202105,11,34500 ,11,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202105,15,33300 ,4,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202105,24,32000 ,5,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202105,28,35000 ,12,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202105,31,37500 ,14,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202106,5,37000 ,15,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202106,5,40000 ,13,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202106,10,34781 ,3,2004,학동로 165,20210629
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202106,10,34781 ,3,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202107,15,36000 ,3,2004,학동로 165,
서울특별시 강남구 논현동,Feb-58,58,2,마일스디오빌,36.29,202107,27,39500 ,14,2004,학동로 165,
서울특별시 강남구 논현동,Mar-43,43,3,브라운스톤,232.54,202102,2,250000 ,6,2005,학동로11길 13,
서울특별시 강남구 논현동,Mar-43,43,3,브라운스톤,243.94,202105,10,240000 ,4,2005,학동로11길 13,
서울특별시 강남구 논현동,Mar-43,43,3,브라운스톤,235.81,202105,14,280000 ,4,2005,학동로11길 13,
서울특별시 강남구 논현동,55,55,0,스위트캐슬레지던스,164.04,202102,8,170000 ,3,2004,학동로7길 6,
서울특별시 강남구 논현동,55,55,0,스위트캐슬레지던스,143.28,202103,30,165000 ,1,2004,학동로7길 6,
서울특별시 강남구 논현동,55,55,0,스위트캐슬레지던스,105.96,202105,27,135000 ,1,2004,학동로7길 6,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202101,4,84000 ,2,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202102,3,165000 ,5,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202102,3,200000 ,9,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202102,6,95000 ,7,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202103,18,156700 ,3,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),84.69,202104,27,173500 ,9,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202104,27,90000 ,4,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202104,29,92000 ,5,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202105,4,168500 ,12,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202105,5,93000 ,10,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202105,14,180000 ,1,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202105,17,198000 ,13,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),84.52,202105,26,145000 ,1,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202106,2,94000 ,7,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202107,8,91000 ,4,1997,강남대로146길 28,
서울특별시 강남구 논현동,22,22,0,신동아(22),35.73,202107,19,94000 ,10,1997,강남대로146길 28,
서울특별시 강남구 논현동,103,103,0,쌍용,59.91,202101,26,107000 ,6,1996,도산대로50길 43,20210323
서울특별시 강남구 논현동,103,103,0,쌍용,59.91,202103,24,107000 ,6,1996,도산대로50길 43,
서울특별시 강남구 논현동,103,103,0,쌍용,59.91,202104,29,111000 ,6,1996,도산대로50길 43,
서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,84.13,202103,13,210000 ,30,2014,언주로 604,
서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,113.231,202105,20,269000 ,19,2014,언주로 604,
서울특별시 강남구 논현동,276-1,276,1,아크로힐스논현,113.231,202105,28,250000 ,21,2014,언주로 604,
서울특별시 강남구 논현동,107-44,107,44,우민,74.758,202101,19,116000 ,5,2002,언주로136길 21,
서울특별시 강남구 논현동,107-44,107,44,우민,79.227,202103,30,118500 ,2,2002,언주로136길 21,
